프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
P3,DPBOM000000392,족장,F3,D3,D6,D4,2014-06-25,2014-06-16
P3,DPBOM000001009,재마킹,F4,D6,,D3,2014-06-25,2014-06-05
P3,DPBOM000000393,의장,F1,D8,,D1,2014-06-19,2014-05-29
P3,DPBOM000000394,공작,F2,D4,,D3,2014-06-25,2014-06-24
P3,DPBOM000000395,철의장,F2,D5,,D3,2014-04-15,2014-03-25
P3,DPBOM000000396,가공,F2,D2,,D3,2014-05-29,2014-05-29
P3,DPBOM000000398,가공,F4,D7,,D3,2014-05-29,2014-05-20
P3,DPBOM000001569,가공,F2,D2,,D3,2014-06-01,2014-06-01
P3,DPBOM000001571,가공,F4,D7,,D3,2014-06-01,2014-05-25
P3,DPBOM000001011,도장,F1,D1,,D1,2014-08-27,2014-07-21
P3,DPBOM000001013,족장,F3,D3,D6,D4,2014-06-22,2014-06-16
P3,DPBOM000001014,재마킹,F4,D6,,D3,2014-06-22,2014-06-05
P3,DPBOM000001572,의장,F1,D8,,D1,2014-06-16,2014-05-29
P3,DPBOM000001016,공작,F2,D4,,D3,2014-06-22,2014-06-22
P3,DPBOM000001017,철의장,F2,D5,,D3,2014-04-13,2014-03-26
P3,DPBOM000001018,가공,F2,D2,,D3,2014-05-27,2014-05-27
P3,DPBOM000001573,가공,F2,D2,,D3,2014-06-01,2014-05-30
P3,DPBOM000001575,가공,F4,D7,,D3,2014-06-01,2014-05-26
P3,DPBOM000001576,가공,F2,D2,,D3,2014-06-01,2014-05-30
P3,DPBOM000001578,가공,F4,D7,,D3,2014-06-01,2014-05-26
P3,DPBOM000001580,가공,F4,D7,,D3,2014-05-26,2014-05-26
P3,DPBOM000001581,도장,F1,D1,,D1,2014-08-21,2014-07-21
P3,DPBOM000001582,가공,F2,D2,,D3,2014-06-26,2014-06-16
P3,DPBOM000001583,족장,F3,D3,D6,D4,2014-06-22,2014-06-16
P3,DPBOM000001584,재마킹,F4,D6,,D3,2014-06-22,2014-06-05
P3,DPBOM000001585,의장,F1,D8,,D1,2014-06-16,2014-05-29
P3,DPBOM000001586,공작,F2,D4,,D3,2014-06-22,2014-06-16
P3,DPBOM000001587,철의장,F2,D5,,D3,2014-04-22,2014-04-09
P3,DPBOM000001588,가공,F2,D2,,D3,2014-06-05,2014-06-04
P3,DPBOM000001589,가공,F2,D2,,D3,2014-06-05,2014-06-04
P3,DPBOM000001590,가공,F4,D7,,D3,2014-06-05,2014-05-26
P3,DPBOM000001591,가공,F2,D2,,D3,2014-06-05,2014-06-04
P3,DPBOM000001592,가공,F2,D2,,D3,2014-06-05,2014-06-04
P3,DPBOM000001594,가공,F4,D7,,D3,2014-06-05,2014-05-26
P3,DPBOM000001596,가공,F4,D7,,D3,2014-05-26,2014-05-18
P3,DPBOM000001598,가공,F4,D7,,D3,2014-05-26,2014-05-18
P3,DPBOM000001020,도장,F1,D1,,D1,2014-11-10,2014-07-21
P3,DPBOM000000399,가공,F2,D2,,D3,2014-06-23,2014-06-23
P3,DPBOM000000400,족장,F3,D3,D6,D4,2014-06-30,2014-06-16
P3,DPBOM000001021,재마킹,F4,D6,,D3,2014-06-30,2014-06-19
P3,DPBOM000000401,의장,F1,D8,,D1,2014-06-23,2014-05-29
P3,DPBOM000000402,공작,F2,D4,,D3,2014-06-30,2014-06-25
P3,DPBOM000000403,철의장,F2,D5,,D3,2014-04-15,2014-04-09
P3,DPBOM000000404,가공,F2,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001022,가공,F4,D7,,D3,2014-06-02,2014-05-25
P3,DPBOM000001023,도장,F1,D1,,D1,2014-08-25,2014-07-21
P3,DPBOM000001024,가공,F2,D2,,D3,2014-07-01,2014-06-30
P3,DPBOM000001025,족장,F3,D3,D6,D4,2014-07-06,2014-06-16
P3,DPBOM000001026,재마킹,F4,D6,,D3,2014-07-06,2014-06-19
P3,DPBOM000001600,의장,F1,D8,,D1,2014-06-30,2014-05-29
P3,DPBOM000001027,공작,F2,D4,,D3,2014-07-06,2014-07-02
P3,DPBOM000001028,철의장,F2,D5,,D3,2014-04-24,2014-04-10
P3,DPBOM000001029,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000001030,가공,F4,D7,,D3,2014-06-15,2014-06-03
P3,DPBOM000001031,가공,F2,D2,,D3,2014-06-15,2014-06-15
P3,DPBOM000001603,가공,F4,D7,,D3,2014-06-12,2014-06-02
P3,DPBOM000001034,도장,F1,D1,,D1,2014-08-31,2014-07-21
P3,DPBOM000000413,가공,F2,D2,,D3,2014-07-01,2014-06-30
P3,DPBOM000000414,족장,F3,D3,D6,D4,2014-07-02,2014-06-16
P3,DPBOM000001035,재마킹,F4,D6,,D3,2014-07-02,2014-06-19
P3,DPBOM000000416,공작,F2,D4,,D3,2014-07-02,2014-07-02
P3,DPBOM000000417,철의장,F2,D5,,D3,2014-04-21,2014-03-26
P3,DPBOM000000418,가공,F2,D2,,D3,2014-06-04,2014-06-04
P3,DPBOM000001036,가공,F4,D7,,D3,2014-06-04,2014-05-25
P3,DPBOM000001037,도장,F1,D1,,D1,2014-11-12,2014-07-21
P3,DPBOM000001038,가공,F2,D2,,D3,2014-08-25,2014-08-17
P3,DPBOM000001039,족장,F3,D3,D6,D4,2014-08-17,2014-06-16
P3,DPBOM000001040,재마킹,F4,D6,,D3,2014-08-14,2014-07-30
P3,DPBOM000001042,공작,F2,D4,,D3,2014-08-18,2014-08-17
P3,DPBOM000001043,철의장,F2,D5,,D3,2014-06-24,2014-05-25
P3,DPBOM000001044,가공,F2,D2,,D3,2014-08-04,2014-08-04
P3,DPBOM000001045,가공,F4,D7,,D3,2014-08-04,2014-07-24
P3,DPBOM000001046,가공,F2,D2,,D3,2014-08-13,2014-08-12
P3,DPBOM000001606,가공,F4,D7,,D3,2014-08-14,2014-08-04
P3,DPBOM000001607,가공,F2,D2,,D3,2014-07-24,2014-07-24
P3,DPBOM000001609,가공,F4,D7,,D3,2014-07-24,2014-07-17
P3,DPBOM000001610,도장,F1,D1,,D1,2014-11-04,2014-07-21
P3,DPBOM000001611,가공,F2,D2,,D3,2014-08-31,2014-08-22
P3,DPBOM000001612,재마킹,F4,D6,,D3,2014-09-08,2014-08-03
P3,DPBOM000001613,공작,F2,D4,,D3,2014-09-10,2014-08-31
P3,DPBOM000001614,철의장,F2,D5,,D3,2014-07-21,2014-04-10
P3,DPBOM000001615,가공,F2,D2,,D3,2014-08-20,2014-08-14
P3,DPBOM000001617,가공,F4,D7,,D3,2014-08-20,2014-08-10
P3,DPBOM000001619,가공,F4,D7,,D3,2014-08-31,2014-08-21
P3,DPBOM000001050,도장,F1,D1,,D1,2014-08-31,2014-07-21
P3,DPBOM000001051,가공,F2,D2,,D3,2014-07-07,2014-07-06
P3,DPBOM000001052,족장,F3,D3,D6,D4,2014-07-08,2014-06-16
P3,DPBOM000001053,재마킹,F4,D6,,D3,2014-07-08,2014-06-19
P3,DPBOM000001055,공작,F2,D4,,D3,2014-07-08,2014-07-07
P3,DPBOM000001056,철의장,F2,D5,,D3,2014-05-04,2014-04-07
P3,DPBOM000001057,가공,F2,D2,,D3,2014-06-16,2014-06-16
P3,DPBOM000001058,가공,F4,D7,,D3,2014-06-16,2014-06-03
P3,DPBOM000001065,도장,F1,D1,,D1,2014-10-09,2014-07-21
P3,DPBOM000001066,가공,F2,D2,,D3,2014-09-09,2014-09-09
P3,DPBOM000001621,족장,F3,D3,D6,D4,2014-09-09,2014-06-16
P3,DPBOM000001067,재마킹,F4,D6,,D3,2014-09-21,2014-08-25
P3,DPBOM000001069,공작,F2,D4,,D3,2014-09-21,2014-09-21
P3,DPBOM000001070,철의장,F2,D5,,D3,2014-07-14,2014-04-07
P3,DPBOM000001071,가공,F2,D2,,D3,2014-09-02,2014-09-01
P3,DPBOM000001072,가공,F4,D7,,D3,2014-09-02,2014-08-24
P3,DPBOM000001623,가공,F2,D2,,D3,2014-08-31,2014-08-28
P3,DPBOM000001624,가공,F4,D7,,D3,2014-09-03,2014-08-24
P3,DPBOM000001625,도장,F1,D1,,D1,2014-10-14,2014-07-21
P3,DPBOM000001626,가공,F2,D2,,D3,2014-09-15,2014-09-15
P3,DPBOM000001627,재마킹,F4,D6,,D3,2014-09-25,2014-08-25
P3,DPBOM000001628,공작,F2,D4,,D3,2014-09-25,2014-09-25
P3,DPBOM000001629,철의장,F2,D5,,D3,2014-07-20,2014-04-16
P3,DPBOM000001630,가공,F2,D2,,D3,2014-09-04,2014-08-31
P3,DPBOM000001632,가공,F4,D7,,D3,2014-09-04,2014-08-25
P3,DPBOM000001634,가공,F4,D7,,D3,2014-09-18,2014-09-08
P3,DPBOM000001635,도장,F1,D1,,D1,2014-08-25,2014-07-21
P3,DPBOM000001636,가공,F2,D2,,D3,2014-07-09,2014-07-07
P3,DPBOM000001637,공작,F2,D4,,D3,2014-07-31,2014-07-21
P3,DPBOM000001638,철의장,F2,D5,,D3,2014-05-27,2014-05-12
P3,DPBOM000001639,도장,F1,D1,,D1,2014-10-13,2014-07-21
P3,DPBOM000001640,가공,F2,D2,,D3,2014-09-21,2014-09-15
P3,DPBOM000001641,공작,F2,D4,,D3,2014-10-12,2014-10-12
P3,DPBOM000001642,철의장,F2,D5,,D3,2014-08-31,2014-07-30
P3,DPBOM000001083,도장,F1,D1,,D1,2014-08-03,2014-07-21
P3,DPBOM000000447,가공,F2,D2,,D3,2014-04-24,2014-04-23
P3,DPBOM000000448,족장,F3,D3,D6,D4,2014-05-07,2014-05-22
P3,DPBOM000000449,재마킹,F4,D6,,D3,2014-05-07,2014-04-06
P3,DPBOM000000451,의장,F1,D8,,D1,2014-04-24,2014-04-23
P3,DPBOM000000452,공작,F2,D4,,D3,2014-05-07,2014-05-07
P3,DPBOM000000453,철의장,F2,D5,,D3,2014-02-27,2014-02-25
P3,DPBOM000000454,가공,F2,D2,,D3,2014-04-09,2014-04-09
P3,DPBOM000001644,가공,F4,D7,,D3,2014-04-09,2014-04-06
P3,DPBOM000001085,가공,F2,D2,,D3,2014-04-09,2014-04-09
P3,DPBOM000001646,가공,F4,D7,,D3,2014-04-09,2014-04-06
P3,DPBOM000001086,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000000455,가공,F2,D2,,D3,2014-07-01,2014-07-01
P3,DPBOM000000456,족장,F3,D3,D6,D4,2014-07-10,2014-05-22
P3,DPBOM000000457,재마킹,F4,D6,,D3,2014-07-10,2014-06-30
P3,DPBOM000000459,의장,F1,D8,,D1,2014-07-06,2014-05-29
P3,DPBOM000000460,공작,F2,D4,,D3,2014-07-10,2014-07-10
P3,DPBOM000000461,철의장,F2,D5,,D3,2014-04-24,2014-03-27
P3,DPBOM000000462,가공,F2,D2,,D3,2014-06-18,2014-06-17
P3,DPBOM000001648,가공,F4,D7,,D3,2014-06-18,2014-06-03
P3,DPBOM000001649,가공,F2,D2,,D3,2014-06-19,2014-06-19
P3,DPBOM000001651,가공,F4,D7,,D3,2014-06-19,2014-06-03
P3,DPBOM000001088,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001089,가공,F2,D2,,D3,2014-05-28,2014-05-28
P3,DPBOM000001090,족장,F3,D3,D6,D4,2014-06-03,2014-05-22
P3,DPBOM000001091,재마킹,F4,D6,,D3,2014-06-03,2014-05-26
P3,DPBOM000000463,의장,F1,D8,,D1,2014-05-28,2014-05-29
P3,DPBOM000001093,공작,F2,D4,,D3,2014-06-03,2014-06-03
P3,DPBOM000000464,철의장,F2,D5,,D3,2014-03-30,2014-03-23
P3,DPBOM000001094,가공,F2,D2,,D3,2014-05-13,2014-05-13
P3,DPBOM000001653,가공,F4,D7,,D3,2014-05-13,2014-04-24
P3,DPBOM000001654,가공,F2,D2,,D3,2014-05-14,2014-05-14
P3,DPBOM000001656,가공,F4,D7,,D3,2014-05-14,2014-04-24
P3,DPBOM000001657,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001658,가공,F2,D2,,D3,2014-05-28,2014-05-28
P3,DPBOM000001659,족장,F3,D3,D6,D4,2014-06-03,2014-05-22
P3,DPBOM000001660,재마킹,F4,D6,,D3,2014-06-03,2014-05-26
P3,DPBOM000000465,의장,F1,D8,,D1,2014-05-28,2014-05-29
P3,DPBOM000001661,공작,F2,D4,,D3,2014-06-03,2014-06-03
P3,DPBOM000000466,철의장,F2,D5,,D3,2014-03-30,2014-03-27
P3,DPBOM000001662,가공,F2,D2,,D3,2014-05-13,2014-05-13
P3,DPBOM000001664,가공,F4,D7,,D3,2014-05-13,2014-04-24
P3,DPBOM000001665,가공,F2,D2,,D3,2014-05-14,2014-05-14
P3,DPBOM000001667,가공,F4,D7,,D3,2014-05-14,2014-04-24
P3,DPBOM000001668,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001669,가공,F2,D2,,D3,2014-06-04,2014-06-04
P3,DPBOM000001670,족장,F3,D3,D6,D4,2014-06-17,2014-05-22
P3,DPBOM000001671,재마킹,F4,D6,,D3,2014-06-17,2014-06-03
P3,DPBOM000001673,가공,F4,D7,,D3,2014-06-04,2014-05-28
P3,DPBOM000000467,의장,F1,D8,,D1,2014-06-05,2014-05-29
P3,DPBOM000001674,공작,F2,D4,,D3,2014-06-17,2014-06-17
P3,DPBOM000000468,철의장,F2,D5,,D3,2014-04-14,2014-04-14
P3,DPBOM000001675,가공,F2,D2,,D3,2014-05-21,2014-05-21
P3,DPBOM000001676,가공,F2,D2,,D3,2014-05-22,2014-05-22
P3,DPBOM000001677,도장,F1,D1,,D1,2014-07-21,2014-07-21
P3,DPBOM000001678,가공,F2,D2,,D3,2014-05-26,2014-05-26
P3,DPBOM000001679,족장,F3,D3,D6,D4,2014-06-01,2014-05-22
P3,DPBOM000001680,재마킹,F4,D6,,D3,2014-06-01,2014-05-26
P3,DPBOM000001682,가공,F4,D7,,D3,2014-05-26,2014-05-18
P3,DPBOM000000469,의장,F1,D8,,D1,2014-05-26,2014-05-18
P3,DPBOM000001683,공작,F2,D4,,D3,2014-06-01,2014-06-01
P3,DPBOM000000470,철의장,F2,D5,,D3,2014-03-26,2014-03-18
P3,DPBOM000001684,가공,F2,D2,,D3,2014-05-08,2014-05-08
P3,DPBOM000001685,가공,F2,D2,,D3,2014-05-12,2014-05-12
P3,DPBOM000001686,가공,F2,D2,,D3,2014-05-14,2014-05-14
P3,DPBOM000001687,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001688,가공,F2,D2,,D3,2014-05-12,2014-05-12
P3,DPBOM000001689,족장,F3,D3,D6,D4,2014-05-20,2014-05-22
P3,DPBOM000001690,재마킹,F4,D6,,D3,2014-05-20,2014-05-15
P3,DPBOM000001691,의장,F1,D8,,D1,2014-05-14,2014-04-23
P3,DPBOM000001692,공작,F2,D4,,D3,2014-05-26,2014-05-26
P3,DPBOM000001693,철의장,F2,D5,,D3,2014-03-18,2014-03-18
P3,DPBOM000001694,가공,F2,D2,,D3,2014-04-21,2014-04-21
P3,DPBOM000001696,가공,F4,D7,,D3,2014-04-21,2014-04-15
P3,DPBOM000001697,가공,F2,D2,,D3,2014-04-21,2014-04-21
P3,DPBOM000001699,가공,F4,D7,,D3,2014-04-21,2014-04-15
P3,DPBOM000001700,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001701,가공,F2,D2,,D3,2014-05-15,2014-05-15
P3,DPBOM000001702,족장,F3,D3,D6,D4,2014-05-21,2014-05-22
P3,DPBOM000001703,재마킹,F4,D6,,D3,2014-05-21,2014-05-15
P3,DPBOM000001704,의장,F1,D8,,D1,2014-05-15,2014-04-23
P3,DPBOM000001705,공작,F2,D4,,D3,2014-05-26,2014-05-26
P3,DPBOM000001706,철의장,F2,D5,,D3,2014-03-18,2014-03-18
P3,DPBOM000001707,가공,F2,D2,,D3,2014-04-22,2014-04-22
P3,DPBOM000001709,가공,F4,D7,,D3,2014-04-22,2014-04-15
P3,DPBOM000001710,가공,F2,D2,,D3,2014-04-23,2014-04-23
P3,DPBOM000001712,가공,F4,D7,,D3,2014-04-23,2014-04-15
P3,DPBOM000001153,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001713,족장,F3,D3,D6,D4,2014-07-29,2014-07-29
P3,DPBOM000000577,철의장,F7,D5,,D3,2014-06-04,2014-06-03
P3,DPBOM000001714,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001715,족장,F3,D3,D6,D4,2014-07-30,2014-07-29
P3,DPBOM000001163,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001716,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001717,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001169,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001718,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001174,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001175,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001176,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001181,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001719,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001720,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001721,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001722,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001189,도장,F1,D1,,D1,2014-07-27,2014-07-24
P3,DPBOM000001723,도장,F1,D1,,D1,2014-08-20,2014-07-21
P3,DPBOM000001724,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001725,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001726,도장,F1,D1,,D1,2014-08-20,2014-07-21
P3,DPBOM000001727,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001728,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001729,도장,F1,D1,,D1,2014-08-18,2014-07-21
P3,DPBOM000001730,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001731,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001732,도장,F1,D1,,D1,2014-08-18,2014-07-21
P3,DPBOM000001733,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001734,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001735,도장,F1,D1,,D1,2014-08-17,2014-07-21
P3,DPBOM000001736,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001737,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001738,도장,F1,D1,,D1,2014-08-17,2014-07-21
P3,DPBOM000001739,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001740,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001741,도장,F1,D1,,D1,2014-08-06,2014-07-21
P3,DPBOM000001742,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001743,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001744,도장,F1,D1,,D1,2014-08-06,2014-07-21
P3,DPBOM000001745,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001746,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001747,도장,F1,D1,,D1,2014-07-31,2014-07-21
P3,DPBOM000001748,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001749,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001750,도장,F1,D1,,D1,2014-07-31,2014-07-21
P3,DPBOM000001751,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001752,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001753,도장,F1,D1,,D1,2014-08-10,2014-07-21
P3,DPBOM000001754,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001755,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001756,도장,F1,D1,,D1,2014-08-10,2014-07-21
P3,DPBOM000001757,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001758,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001759,도장,F1,D1,,D1,2014-08-04,2014-07-21
P3,DPBOM000001760,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001761,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001762,도장,F1,D1,,D1,2014-08-04,2014-07-21
P3,DPBOM000001763,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001764,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001765,도장,F1,D1,,D1,2014-07-29,2014-07-21
P3,DPBOM000001766,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001767,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001768,도장,F1,D1,,D1,2014-07-29,2014-07-21
P3,DPBOM000001769,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001770,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001771,도장,F1,D1,,D1,2014-07-21,2014-07-21
P3,DPBOM000001772,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001773,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001774,도장,F1,D1,,D1,2014-07-21,2014-07-21
P3,DPBOM000001775,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001776,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001777,도장,F1,D1,,D1,2014-07-23,2014-07-21
P3,DPBOM000001778,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001779,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001780,도장,F1,D1,,D1,2014-07-23,2014-07-21
P3,DPBOM000001781,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001782,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001783,도장,F1,D1,,D1,2014-07-24,2014-07-21
P3,DPBOM000001784,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001785,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001786,도장,F1,D1,,D1,2014-07-24,2014-07-21
P3,DPBOM000001787,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001788,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001789,도장,F1,D1,,D1,2014-07-17,2014-07-21
P3,DPBOM000001790,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001791,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001792,도장,F1,D1,,D1,2014-07-17,2014-07-21
P3,DPBOM000001793,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001794,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001795,도장,F1,D1,,D1,2014-08-24,2014-07-21
P3,DPBOM000001796,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001797,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001798,도장,F1,D1,,D1,2014-08-24,2014-07-21
P3,DPBOM000001799,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001800,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001801,도장,F1,D1,,D1,2014-08-28,2014-07-21
P3,DPBOM000001802,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001803,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001804,도장,F1,D1,,D1,2014-08-28,2014-07-21
P3,DPBOM000001805,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001806,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001807,도장,F1,D1,,D1,2014-08-28,2014-07-21
P3,DPBOM000001808,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001809,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001810,도장,F1,D1,,D1,2014-07-30,2014-07-21
P3,DPBOM000001811,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001812,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001813,도장,F1,D1,,D1,2014-07-30,2014-07-21
P3,DPBOM000001814,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001815,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001816,도장,F1,D1,,D1,2014-07-27,2014-07-21
P3,DPBOM000001817,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001818,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001819,도장,F1,D1,,D1,2014-07-27,2014-07-21
P3,DPBOM000001820,가공,F6,D2,,D3,2014-05-05,2014-05-05
P3,DPBOM000001821,공작,F6,D4,,D3,2014-05-27,2014-05-27
P3,DPBOM000001822,도장,F1,D1,,D1,2014-08-21,2014-07-21
P3,DPBOM000001823,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001824,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001825,도장,F1,D1,,D1,2014-08-21,2014-07-21
P3,DPBOM000001826,가공,F6,D2,,D3,2014-06-02,2014-06-02
P3,DPBOM000001827,공작,F6,D4,,D3,2014-06-30,2014-06-30
P3,DPBOM000001828,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001829,가공,F2,D2,,D3,2014-09-02,2014-09-02
P3,DPBOM000001830,족장,F3,D3,D6,D4,2014-08-14,2014-06-30
P3,DPBOM000001831,재마킹,F4,D6,,D3,2014-08-14,2014-07-24
P3,DPBOM000001833,가공,F4,D7,,D3,2014-09-02,2014-08-24
P3,DPBOM000001834,의장,F1,D8,,D1,2014-08-10,2014-05-29
P3,DPBOM000001835,공작,F2,D4,,D3,2014-08-14,2014-08-14
P3,DPBOM000001836,철의장,F2,D5,,D3,2014-06-30,2014-04-16
P3,DPBOM000001837,가공,F2,D2,,D3,2014-08-20,2014-08-19
P3,DPBOM000001838,가공,F2,D2,,D3,2014-08-20,2014-08-13
P3,DPBOM000001839,가공,F2,D2,,D3,2014-07-24,2014-07-16
P3,DPBOM000001840,도장,F1,D1,,D1,2014-09-30,2014-07-21
P3,DPBOM000001841,가공,F2,D2,,D3,2014-08-31,2014-08-27
P3,DPBOM000001842,족장,F3,D3,D6,D4,2014-08-19,2014-06-30
P3,DPBOM000001843,재마킹,F4,D6,,D3,2014-08-21,2014-07-24
P3,DPBOM000001845,가공,F4,D7,,D3,2014-08-31,2014-08-21
P3,DPBOM000001846,의장,F1,D8,,D1,2014-08-13,2014-05-29
P3,DPBOM000001847,공작,F2,D4,,D3,2014-08-21,2014-08-20
P3,DPBOM000001848,철의장,F2,D5,,D3,2014-06-12,2014-03-31
P3,DPBOM000001849,가공,F2,D2,,D3,2014-08-14,2014-08-12
P3,DPBOM000001850,가공,F2,D2,,D3,2014-08-19,2014-08-12
P3,DPBOM000001851,가공,F2,D2,,D3,2014-07-31,2014-07-29
P3,DPBOM000001852,도장,F1,D1,,D1,2014-08-11,2014-07-21
P3,DPBOM000001853,가공,F2,D2,,D3,2014-08-25,2014-08-25
P3,DPBOM000001854,족장,F3,D3,D6,D4,2014-08-11,2014-06-30
