No,프로젝트번호,출도부서,과제번호,도면명,출도일자,출도번호,근원부서,원인코드,코드명
1711,P3,D67,DPT4429,DNAME1577,2020-02-26,DPT442920200226,D84,R5,RNAME8
1712,P3,D67,DPT4429,DNAME1577,2020-02-26,DPT442920200226,D84,R5,RNAME8
1713,P3,D67,DPT4429,DNAME1577,2020-02-26,DPT442920200226,D84,R5,RNAME8
1714,P3,D67,DPT4429,DNAME1577,2020-02-26,DPT442920200226,D84,R5,RNAME8
1715,P3,D67,DPT4429,DNAME1577,2020-02-26,DPT442920200226,D84,R5,RNAME8
1716,P3,D67,DPT4429,DNAME1577,2020-02-26,DPT442920200226,D84,R5,RNAME8
1717,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1718,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1719,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1720,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1721,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1722,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1723,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1724,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1725,P3,D128,DPT4212,DNAME1445,2020-02-28,DPT421220200228,D128,R1,RNAME20
1726,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1727,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1728,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1729,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1730,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1731,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1732,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1733,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1734,P3,D128,DPT4212,DNAME1498,2020-02-28,DPT421220200228,D128,R1,RNAME20
1735,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1736,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1737,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1738,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1739,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1740,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1741,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1742,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1743,P3,D128,DPT4212,DNAME1522,2020-02-28,DPT421220200228,D128,R1,RNAME20
1744,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1745,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1746,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1747,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1748,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1749,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1750,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1751,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1752,P3,D128,DPT4212,DNAME1539,2020-02-28,DPT421220200228,D128,R1,RNAME20
1753,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1754,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1755,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1756,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1757,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1758,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1759,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1760,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1761,P3,D128,DPT4212,DNAME1544,2020-02-28,DPT421220200228,D128,R1,RNAME20
1762,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1763,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1764,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1765,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1766,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1767,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1768,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1769,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1770,P3,D128,DPT4212,DNAME1584,2020-02-28,DPT421220200228,D128,R1,RNAME20
1771,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1772,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1773,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1774,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1775,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1776,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1777,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1778,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1779,P3,D128,DPT4212,DNAME1589,2020-02-28,DPT421220200228,D128,R1,RNAME20
1780,P3,D105,DPT4458,DNAME1620,2020-02-28,DPT445820200228,#N/A,R2,RNAME9
1781,P3,D105,DPT4458,DNAME1620,2020-02-28,DPT445820200228,#N/A,R2,RNAME9
1782,P3,D105,DPT4458,DNAME1620,2020-02-28,DPT445820200228,#N/A,R2,RNAME9
1783,P3,D145,DPT4733,DNAME1866,2020-02-28,DPT473320200228,D115,R13,RNAME7
1784,P3,D114,DPT4281,DNAME1389,2020-02-29,DPT428120200229,D114,R16,RNAME5
1785,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1786,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1787,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1788,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1789,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1790,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1791,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1792,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1793,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1794,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1795,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1796,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1797,P3,D62,DPT4720,DNAME1847,2020-02-29,DPT472020200229,D128,R3,RNAME4
1798,P3,D73,DPT4649,DNAME1581,2020-02-29,DPT464920200229,D73,R2,RNAME9
1799,P3,D73,DPT4649,DNAME1581,2020-02-29,DPT464920200229,D73,R2,RNAME9
1800,P3,D73,DPT4649,DNAME1581,2020-02-29,DPT464920200229,D73,R2,RNAME9
1801,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1802,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1803,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1804,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1805,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1806,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1807,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1808,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1809,P3,D67,DPT4429,DNAME1577,2020-02-29,DPT442920200229,#N/A,R3,RNAME4
1810,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1811,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1812,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1813,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1814,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1815,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1816,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1817,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1818,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1819,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1820,P3,D67,DPT4380,DNAME1487,2020-03-01,DPT438020200301,D67,R1,RNAME20
1821,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1822,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1823,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1824,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1825,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1826,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1827,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1828,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1829,P3,D128,DPT4212,DNAME1789,2020-03-01,DPT421220200301,D128,R3,RNAME4
1830,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1831,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1832,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1833,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1834,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1835,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1836,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1837,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1838,P3,D128,DPT4212,DNAME1790,2020-03-01,DPT421220200301,D128,R3,RNAME4
1839,P3,D128,DPT4213,DNAME1552,2020-03-01,DPT421320200301,D128,R2,RNAME9
1840,P3,D128,DPT4213,DNAME1553,2020-03-01,DPT421320200301,D128,R2,RNAME9
1841,P3,D114,DPT4528,DNAME1670,2020-03-01,DPT452820200301,D114,R14,RNAME10
1842,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1843,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1844,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1845,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1846,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1847,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1848,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1849,P3,D73,DPT4671,DNAME1519,2020-03-02,DPT467120200302,D73,R1,RNAME20
1850,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1851,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1852,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1853,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1854,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1855,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1856,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1857,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1858,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1859,P3,D67,DPT4615,DNAME1780,2020-03-02,DPT461520200302,D67,R1,RNAME20
1860,P3,D67,DPT4418,DNAME1551,2020-03-02,DPT441820200302,D67,R18,RNAME2
1861,P3,D67,DPT4418,DNAME1551,2020-03-02,DPT441820200302,D67,R18,RNAME2
1862,P3,D67,DPT4418,DNAME1551,2020-03-02,DPT441820200302,D67,R18,RNAME2
1863,P3,D67,DPT4418,DNAME1551,2020-03-02,DPT441820200302,D67,R18,RNAME2
1864,P3,D67,DPT4418,DNAME1551,2020-03-02,DPT441820200302,D67,R18,RNAME2
1865,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1866,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1867,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1868,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1869,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1870,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1871,P3,D73,DPT4674,DNAME1536,2020-03-02,DPT467420200302,D73,R6,RNAME6
1872,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1873,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1874,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1875,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1876,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1877,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1878,P3,D73,DPT4674,DNAME1534,2020-03-02,DPT467420200302,D73,R6,RNAME6
1879,P3,D301,DPT4275,DNAME1835,2020-03-04,DPT427520200304,D301,R7,RNAME12
1880,P3,D301,DPT4275,DNAME1835,2020-03-04,DPT427520200304,D301,R7,RNAME12
1881,P3,D301,DPT4275,DNAME1835,2020-03-04,DPT427520200304,D301,R7,RNAME12
1882,P3,D301,DPT4275,DNAME1835,2020-03-04,DPT427520200304,D301,R7,RNAME12
1883,P3,D301,DPT4275,DNAME1835,2020-03-04,DPT427520200304,D301,R7,RNAME12
1884,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1885,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1886,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1887,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1888,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1889,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1890,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1891,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1892,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1893,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1894,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1895,P3,D62,DPT4720,DNAME1847,2020-03-06,DPT472020200306,D73,R2,RNAME9
1896,P3,D73,DPT4661,DNAME1436,2020-03-07,DPT466120200307,D73,R9,RNAME19
1897,P3,D73,DPT4661,DNAME1436,2020-03-07,DPT466120200307,D73,R9,RNAME19
1898,P3,D73,DPT4661,DNAME1436,2020-03-07,DPT466120200307,D73,R9,RNAME19
1899,P3,D73,DPT4661,DNAME1436,2020-03-07,DPT466120200307,D73,R9,RNAME19
1900,P3,D73,DPT4661,DNAME1450,2020-03-07,DPT466120200307,D73,R9,RNAME19
1901,P3,D73,DPT4661,DNAME1450,2020-03-07,DPT466120200307,D73,R9,RNAME19
1902,P3,D73,DPT4661,DNAME1450,2020-03-07,DPT466120200307,D73,R9,RNAME19
1903,P3,D73,DPT4661,DNAME1450,2020-03-07,DPT466120200307,D73,R9,RNAME19
1904,P3,D114,DPT4536,DNAME1681,2020-03-08,DPT453620200308,D114,R3,RNAME4
1905,P3,D128,DPT4226,DNAME1854,2020-03-08,DPT422620200308,D128,R1,RNAME20
1906,P3,D128,DPT4226,DNAME1854,2020-03-08,DPT422620200308,D128,R1,RNAME20
1907,P3,D128,DPT4526,DNAME1668,2020-03-09,DPT452620200309,D128,R14,RNAME10
1908,P3,D128,DPT4526,DNAME1668,2020-03-09,DPT452620200309,D128,R14,RNAME10
1909,P3,D145,DPT4533,DNAME1675,2020-03-09,DPT453320200309,D115,R13,RNAME7
1910,P3,D145,DPT4533,DNAME1675,2020-03-09,DPT453320200309,D115,R13,RNAME7
1911,P3,D145,DPT4538,DNAME1683,2020-03-09,DPT453820200309,D115,R13,RNAME7
1912,P3,D145,DPT4538,DNAME1683,2020-03-09,DPT453820200309,D115,R13,RNAME7
1913,P3,D145,DPT4545,DNAME1694,2020-03-09,DPT454520200309,D115,R13,RNAME7
1914,P3,D145,DPT4545,DNAME1694,2020-03-09,DPT454520200309,D115,R13,RNAME7
1915,P3,D145,DPT4552,DNAME1701,2020-03-09,DPT455220200309,D115,R13,RNAME7
1916,P3,D145,DPT4552,DNAME1701,2020-03-09,DPT455220200309,D115,R13,RNAME7
1917,P3,D145,DPT4563,DNAME1710,2020-03-09,DPT456320200309,D115,R13,RNAME7
1918,P3,D145,DPT4563,DNAME1710,2020-03-09,DPT456320200309,D115,R13,RNAME7
1919,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1920,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1921,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1922,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1923,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1924,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1925,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1926,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1927,P3,D67,DPT4295,DNAME1412,2020-03-09,DPT429520200309,D67,R4,RNAME17
1928,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1929,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1930,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1931,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1932,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1933,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1934,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1935,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1936,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1937,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1938,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1939,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1940,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1941,P3,D73,DPT4674,DNAME1542,2020-03-09,DPT467420200309,D73,R3,RNAME4
1942,P3,D149,DPT4248,DNAME1808,2020-03-09,DPT424820200309,D128,R16,RNAME5
1943,P3,D149,DPT4248,DNAME1809,2020-03-09,DPT424820200309,D128,R16,RNAME5
1944,P3,D149,DPT4248,DNAME1810,2020-03-09,DPT424820200309,D128,R16,RNAME5
1945,P3,D149,DPT4248,DNAME1811,2020-03-09,DPT424820200309,D128,R16,RNAME5
1946,P3,D149,DPT4249,DNAME1813,2020-03-10,DPT424920200310,D128,R16,RNAME5
1947,P3,D149,DPT4249,DNAME1814,2020-03-10,DPT424920200310,D128,R16,RNAME5
1948,P3,D149,DPT4249,DNAME1815,2020-03-10,DPT424920200310,D128,R16,RNAME5
1949,P3,D149,DPT4249,DNAME1816,2020-03-10,DPT424920200310,D128,R16,RNAME5
1950,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1951,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1952,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1953,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1954,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1955,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1956,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1957,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1958,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1959,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1960,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1961,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1962,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D62,R16,RNAME5
1963,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1964,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1965,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1966,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1967,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1968,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1969,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1970,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1971,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1972,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1973,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1974,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1975,P3,D62,DPT4720,DNAME1847,2020-03-10,DPT472020200310,D67,R16,RNAME5
1976,P3,D73,DPT4668,DNAME1505,2020-03-10,DPT466820200310,D73,R2,RNAME9
1977,P3,D73,DPT4668,DNAME1505,2020-03-10,DPT466820200310,D73,R2,RNAME9
1978,P3,D73,DPT4668,DNAME1505,2020-03-10,DPT466820200310,D73,R2,RNAME9
1979,P3,D73,DPT4668,DNAME1505,2020-03-10,DPT466820200310,D73,R2,RNAME9
1980,P3,D73,DPT4668,DNAME1504,2020-03-10,DPT466820200310,D73,R2,RNAME9
1981,P3,D73,DPT4668,DNAME1504,2020-03-10,DPT466820200310,D73,R2,RNAME9
1982,P3,D73,DPT4668,DNAME1504,2020-03-10,DPT466820200310,D73,R2,RNAME9
1983,P3,D73,DPT4668,DNAME1504,2020-03-10,DPT466820200310,D73,R2,RNAME9
1984,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1985,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1986,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1987,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1988,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1989,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1990,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1991,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1992,P3,D67,DPT4541,DNAME1684,2020-03-10,DPT454120200310,D67,R16,RNAME5
1993,P3,D114,DPT4576,DNAME1722,2020-03-14,DPT457620200314,D114,R14,RNAME10
1994,P3,D67,DPT4522,DNAME1663,2020-03-14,DPT452220200314,#N/A,R5,RNAME8
